name,star,review_info,detail_info_link,type,now_price,old_price
"esonstyle Unicorn Kids Headphones, Over Ear with LED Glowing Cat Ears,Safe Wired Kids Headsets 85dB Volume Limited, Food Grade Silicone, 3.5mm Aux Jack.Cat-Inspired Headphones for Girls (multil color)",4.8 out of 5 stars,62,https://www.amazon.com/esonstyle-Headphones-Headsets-Silicone-Jack-Cat-Inspired/dp/B07SFDWCM8/ref=sr_1_103?keywords=headphones&qid=1570708149&sr=8-103,,$17.99,
"Skullcandy Crusher Bluetooth Wireless Over-Ear Headphone with Microphone, Noise Isolating Memory Foam, Adjustable and Immersive Stereo Haptic Bass, Rapid Charge 40-Hour Battery Life, Black",4.2 out of 5 stars,"2,438",https://www.amazon.com/Skullcandy-Bluetooth-Headphone-Microphone-Adjustable/dp/B01DWH77GC/ref=sr_1_104?keywords=headphones&qid=1570708149&sr=8-104,,$112.95,
"MUXITEK Earbuds Headset Wired Earphones Headphone with Microphone and Volume Control, Compatible with iPhone Xs/XS Max/XR/X/8/8 Plus/7 and iOS 10/11/12 (White)",5.0 out of 5 stars,380,https://www.amazon.com/MUXITEK-Earphones-Headphone-Microphone-Compatible/dp/B07YSC7JLV/ref=sr_1_105?keywords=headphones&qid=1570708149&sr=8-105,,$9.99,
"Skullcandy Riff Wireless On-Ear Headphones with Microphone, Bluetooth Wireless, Rapid Charge 10-Hour Battery Life, Foldable, Plush Ear Cushions with Durable Headband, Vice/Gray/Crimson",4.2 out of 5 stars,109,https://www.amazon.com/Skullcandy-Wireless-Headphones-Microphone-Bluetooth/dp/B07HBCNRMJ/ref=sr_1_106?keywords=headphones&qid=1570708149&sr=8-106,,$42.95,$49.99
"Wicked Audio Artifact — Over Ear Headphones with Enhanced Bass — Large Comfortable Ear Cups, Noise Isolating Headphones — Loud and Proud — White Headphones",4.6 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A07086133FTIL90JFLJAR&url=%2FWicked-Audio-Artifact-Headphones-Enhanced%2Fdp%2FB0755MNV5D%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708149%26sr%3D8-107-spons%26psc%3D1&qualifier=1570708148&id=7288847707052582&widgetName=sp_mtf,,$29.99,
"Betron B25 Noise Isolating in Ear Canal Headphones Earphones with Pure Sound and Powerful Bass for iPhone, iPad, iPod, Samsung Smartphones and Tablets (Black Without Remote)",4.3 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_2?ie=UTF8&adId=A0294461ZZB0PRYHG6LL&url=%2FBetron-Isolating-Headphones-Earphones-Smartphones%2Fdp%2FB00P89DXYI%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708149%26sr%3D8-108-spons%26psc%3D1&qualifier=1570708148&id=7288847707052582&widgetName=sp_mtf,,$12.99,
"Noise Cancelling Headphones, Utaxo Bluetooth Headphones with Mic Wireless Headphones Over Ear [2019 Upgraded] Hi-Fi Sound/Deep Bass, Quick Charge 30H Playtime for Travel Work TV PC Cellphone",4.9 out of 5 stars,258,https://www.amazon.com/Cancelling-Headphones-Utaxo-Bluetooth-Cellphone/dp/B07VL21V9M/ref=sr_1_109?keywords=headphones&qid=1570708149&sr=8-109,,$89.99,
"(2 Pack) Aux Headphones/Earphones/Earbuds,3.5mm Aux Wired in-Ear Headphones with Mic and Remote Control Compatible with Galaxy S9 S8 S7 S6 S5 Edge + Note 5 6 7 8 9 and More Android Devices(Black)",5.0 out of 5 stars,16,https://www.amazon.com/Headphones-Earphones-Earbuds-Control-Compatible/dp/B07YHJGZVY/ref=sr_1_110?keywords=headphones&qid=1570708149&sr=8-110,,$9.99,
Plugfones Basic Earplug-Earbud Hybrid - Noise Reducing Earphones - Yellow,3.9 out of 5 stars,470,https://www.amazon.com/Plugfones-Basic-Earplug-Earbud-Hybrid-Yellow/dp/B0083E7T7C/ref=sr_1_111?keywords=headphones&qid=1570708149&sr=8-111,,$14.95,
"Alltrum Over-Ear Headphones,Hi-Fi Stereo Headset,Adjustable Headsets for Traveling/Sports/Relaxation,Foldable Headphones with Microphone and Music Playback for Most of Smartphones,red in Black",4.8 out of 5 stars,121,https://www.amazon.com/Alltrum-Headphones-Adjustable-Relaxation-Smartphones/dp/B07RXX4CW6/ref=sr_1_112?keywords=headphones&qid=1570708149&sr=8-112,,$29.97,
"SoMi Infinite Wireless Bluetooth Headphones, Over Ear Headset, Foldable, Adjustable, Comfortable Protein Earmuffs w/Built-in Mic and Wired Mode for PC/Cell Phones/TV, Red",4.6 out of 5 stars,14,https://www.amazon.com/SoMi-Bluetooth-Headphones-Adjustable-Comfortable/dp/B07L9G3LDT/ref=sr_1_113?keywords=headphones&qid=1570708149&sr=8-113,,$19.99,
Wired Earbuds with Microphone and Volume Control - in Ear Headphones Wired Ear Buds - Earphones with Microphone Mic Extra Bass - Compatible with Apple iPhone Ipad Samsung Galaxy Sony 3.5mm,,,https://www.amazon.com/Wired-Earbuds-Microphone-Control-Headphones/dp/B07WS6SXQK/ref=sr_1_114?keywords=headphones&qid=1570708149&sr=8-114,,$9.99,
"Active Noise Cancelling Headphones - Bluetooth Headphones Wireless Over Ear Headphones with Mic Hi-Fi Sound Deep Bass, Fast Charge, 30 Hours Playtime for Work Travel",4.8 out of 5 stars,237,https://www.amazon.com/Active-Noise-Cancelling-Headphones-Bluetooth/dp/B07ST27CWP/ref=sr_1_115?keywords=headphones&qid=1570708149&sr=8-115,,$59.99,
Sennheiser HD 4.40 Around Ear Bluetooth Wireless Headphones (HD 4.40 BT),4.0 out of 5 stars,844,https://www.amazon.com/Sennheiser-HD-4-40-Headphones-BT/dp/B01MSZSJE9/ref=sr_1_116?keywords=headphones&qid=1570708149&sr=8-116,,$86.50,$99.95
Betron S2 Wireless Bluetooth Headphones on Ear Earphones with Bass Driven Sound,3.9 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0623604SQB0XT0P9L8D&url=%2FBetron-S2-Bluetooth-Headphones-Earphones%2Fdp%2FB078C6FSN4%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708149%26sr%3D8-117-spons%26psc%3D1&qualifier=1570708148&id=7288847707052582&widgetName=sp_btf,,$20.99,
"AILIHEN A80 Bluetooth Wireless Headphones Over Ear with Mic Hi-Fi Stereo Wired Foldable Headsets, Soft Earpads, Support with TF Card/MP3 Mode, 25H Playtime for Travel TV PC Cellphone (Rose Gold)",4.8 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_2?ie=UTF8&adId=A03539413V6PV2RV51LGG&url=%2FAILIHEN-Bluetooth-Wireless-Headphones-Cellphone%2Fdp%2FB07S5J8TXX%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708149%26sr%3D8-118-spons%26psc%3D1&qualifier=1570708148&id=7288847707052582&widgetName=sp_btf,,$25.98,
"Over Ear Headphone, Wired Premium Stereo Sound Headsets with 50mm Driver, Foldable Comfortable Headphones with Protein Earmuffs and Shareport for Recording Monitoring Podcast PC TV- with Mic (Silver)",4.4 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A077643127XH1TB60YXWU&url=%2FHeadphone-Comfortable-Headphones-Shareport-Monitoring%2Fdp%2FB07G74V1YP%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-113-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_atf_next,,$39.99,
Betron MK23 Earphones Noise Isolating in Ear Headphones with Microphone Bass Driven Sound Tangle-Free Flat Cable for Apple iPhone iPod iPad Samsung,4.2 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_2?ie=UTF8&adId=A02011661OSM9A2PMCLKF&url=%2FBetron-MK23-Headphones-Microphone-Tangle-Free%2Fdp%2FB07HLTDQ7B%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-114-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_atf_next,,$11.99,
"S12 Earphones Headphones, Powerful Bass Driven Sound, 12mm Large Drivers, Ergonomic Design with Remote Control and Microphone (Black+White+Green+Pink 4pairs)",3.7 out of 5 stars,25,https://www.amazon.com/S12-Earphones-Headphones-Ergonomic-Microphone/dp/B07RZ87LTQ/ref=sr_1_115?keywords=headphones&qid=1570708153&sr=8-115,,$7.99,
JLab Audio Rewind Wireless Retro Headphones | Bluetooth 4.2 | 12 Hours Playtime | Custom EQ3 Sound | Music Controls | Noise Isolation | with Microphone | Throwback 80s 90s Design | Black,4.3 out of 5 stars,273,https://www.amazon.com/Headphones-Bluetooth-Isolation-Microphone-Throwback/dp/B07BTL786T/ref=sr_1_116?keywords=headphones&qid=1570708153&sr=8-116,,,
JBL T500 On-Ear Headphone in-Ear Headphone with One-Button Remote/Mic,4.6 out of 5 stars,39,https://www.amazon.com/JBL-T500-Headphone-One-Button-Remote/dp/B07PFLL2CY/ref=sr_1_117?keywords=headphones&qid=1570708153&sr=8-117,,$29.95,
"RCA Wireless TV Headphones, Over Ear Headphones for TV Watching, PC Phone MP3 iPod VCD DVD, Headphones for Seniors Hard of Hearing, 148ft/45M Range, Rechargeable and Adjustable",4.8 out of 5 stars,100,https://www.amazon.com/RCA-Wireless-Headphones-Rechargeable-Adjustable/dp/B07WWB959Z/ref=sr_1_118?keywords=headphones&qid=1570708153&sr=8-118,,$54.99,
"Audio-Technica ATH-M50xBT Wireless Bluetooth Over-Ear Headphones, Black",4.2 out of 5 stars,243,https://www.amazon.com/Audio-Technica-ATH-M50xBT-Wireless-Bluetooth-Headphones/dp/B07HKVCVSY/ref=sr_1_119?keywords=headphones&qid=1570708153&sr=8-119,,$164.74,$199.00
"BEHRINGER, Slvr/Blk (HPM1000)",4.0 out of 5 stars,"1,641",https://www.amazon.com/Behringer-HPM1000-BEHRINGER-Slvr-Blk/dp/B00062PN6I/ref=sr_1_120?keywords=headphones&qid=1570708153&sr=8-120,,$11.99,
"Bluetooth Sleep Headphones, Lavince Wireless Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia, Side Sleepers, Air Travel, Meditation",4.4 out of 5 stars,715,https://www.amazon.com/Bluetooth-Headphones-Lavince-Ultra-Thin-Meditation/dp/B07Q34ZKLF/ref=sr_1_121?keywords=headphones&qid=1570708153&sr=8-121,,$19.99,
"[Upgraded 2020] Sport Bluetooth Headphones w/12+ Hours Battery - Professional Wireless Sport Earphones w/Mic - IPX7 Waterproof Deep Bass Music in-Ear Earbuds for Gym Running Workout for Men, Women",4.3 out of 5 stars,"4,642",https://www.amazon.com/Newest-Bluetooth-Headphones-Hours-Battery/dp/B00CKJG7NS/ref=sr_1_122?keywords=headphones&qid=1570708153&sr=8-122,,$34.95,
"Wicked Audio Artifact — Over Ear Headphones with Enhanced Bass — Large Comfortable Ear Cups, Noise Isolating Headphones — Loud and Proud — White Headphones",4.6 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A07086133FTIL90JFLJAR&url=%2FWicked-Audio-Artifact-Headphones-Enhanced%2Fdp%2FB0755MNV5D%2Fref%3Dsr_1_123_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-123-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_mtf,,$29.99,
"Betron B25 Noise Isolating in Ear Canal Headphones Earphones with Pure Sound and Powerful Bass for iPhone, iPad, iPod, Samsung Smartphones and Tablets (Black Without Remote)",4.3 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_2?ie=UTF8&adId=A0294461ZZB0PRYHG6LL&url=%2FBetron-Isolating-Headphones-Earphones-Smartphones%2Fdp%2FB00P89DXYI%2Fref%3Dsr_1_124_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-124-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_mtf,,$12.99,
"Aux Headphones/Earphones/Earbuds, (2 Pack) Sobrilli 3.5mm Wired in-Ear Headphones with Mic and Remote Control for Galaxy S9 S8 S7 S6 S5 S4 Edge + Note 4 5 6 7 8 9 and More Android Devices(Black)",3.4 out of 5 stars,298,https://www.amazon.com/Headphones-Earphones-Earbuds-Sobrilli-Control/dp/B07WZD6ZV3/ref=sr_1_125?keywords=headphones&qid=1570708153&sr=8-125,,$9.99,
Sennheiser HD 598 Cs Closed Back Headphone,4.4 out of 5 stars,"1,276",https://www.amazon.com/Sennheiser-HD-598-Cs-Headphone/dp/B01JP436TS/ref=sr_1_126?keywords=headphones&qid=1570708153&sr=8-126,,$149.95,
Bose SoundSport in-Ear Headphones for Apple Devices - Wired (Energy Green),5.0 out of 5 stars,11,https://www.amazon.com/Bose-SoundSport-Headphones-Apple-Devices/dp/B014CI8V1U/ref=sr_1_127?keywords=headphones&qid=1570708153&sr=8-127,,$89.95,
"Over-Ear DJ Headphones, Prefessional Studio Monitor Mixing DJ Headset with Stereo Sound for Electric Drum Piano Guitar AMP, 50mm Neodymium Drivers",4.6 out of 5 stars,78,https://www.amazon.com/Over-Ear-Headphones-Prefessional-Electric-Neodymium/dp/B07T8MKM94/ref=sr_1_128?keywords=headphones&qid=1570708153&sr=8-128,,$29.99,
"TaoTronics Active Noise Cancelling Headphones [2019 Upgrade] Bluetooth Headphones SoundSurge 60 Over Ear Headphones  Sound Deep Bass, Quick Charge, 30 Hours Playtime for Travel Work TV PC Cellphone",4.1 out of 5 stars,"1,463",https://www.amazon.com/TaoTronics-Cancelling-Headphones-Bluetooth-Cellphone/dp/B07L5LPSQT/ref=sr_1_129?keywords=headphones&qid=1570708153&sr=8-129,,$69.99,
Earbuds Stereo Headphones in-Ear Earphones with Microphone Mic Wired Earphone Compatible iPhone iPod iPad Samsung Android Smartphones Tablet Laptop 3.5mm Jack-Black,3.0 out of 5 stars,1,https://www.amazon.com/Headphones-Microphone-Compatible-Smartphones-Jack-Black/dp/B07X8VRJZL/ref=sr_1_130?keywords=headphones&qid=1570708153&sr=8-130,,$12.97,
"Active Noise Cancelling Headphones Bluetooth Headphones Wireless Headphones BesDio Over Ear Headphones with Quick Charge, Bluetooth 5.0, Mic, Deep Bass, 30H Playtime for Travel Work Cellphone",4.9 out of 5 stars,90,https://www.amazon.com/Cancelling-Headphones-Bluetooth-Wireless-Cellphone/dp/B07VJN1SHR/ref=sr_1_131?keywords=headphones&qid=1570708153&smid=A2LS9AGP2RYMN&sr=8-131,,$52.99,
Sennheiser Momentum 2.0 Wireless with Active Noise Cancellation- Black,4.2 out of 5 stars,403,https://www.amazon.com/Sennheiser-Momentum-Wireless-Active-Cancellation/dp/B00SNI44CQ/ref=sr_1_132?keywords=headphones&qid=1570708153&sr=8-132,,,
Betron S2 Wireless Bluetooth Headphones on Ear Earphones with Bass Driven Sound,3.9 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0623604SQB0XT0P9L8D&url=%2FBetron-S2-Bluetooth-Headphones-Earphones%2Fdp%2FB078C6FSN4%2Fref%3Dsr_1_133_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-133-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_btf,,$20.99,
"AILIHEN A80 Bluetooth Wireless Headphones Over Ear with Mic Hi-Fi Stereo Wired Foldable Headsets, Soft Earpads, Support with TF Card/MP3 Mode, 25H Playtime for Travel TV PC Cellphone (Rose Gold)",4.8 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_2?ie=UTF8&adId=A03539413V6PV2RV51LGG&url=%2FAILIHEN-Bluetooth-Wireless-Headphones-Cellphone%2Fdp%2FB07S5J8TXX%2Fref%3Dsr_1_134_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708153%26sr%3D8-134-spons%26psc%3D1&qualifier=1570708153&id=8409659928039480&widgetName=sp_btf,,$25.98,
"Over Ear Headphone, Wired Premium Stereo Sound Headsets with 50mm Driver, Foldable Comfortable Headphones with Protein Earmuffs and Shareport for Recording Monitoring Podcast PC TV- with Mic (Silver)",4.4 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A077643127XH1TB60YXWU&url=%2FHeadphone-Comfortable-Headphones-Shareport-Monitoring%2Fdp%2FB07G74V1YP%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-129-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_atf_next,,$39.99,
Betron MK23 Earphones Noise Isolating in Ear Headphones with Microphone Bass Driven Sound Tangle-Free Flat Cable for Apple iPhone iPod iPad Samsung,4.2 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_2?ie=UTF8&adId=A02011661OSM9A2PMCLKF&url=%2FBetron-MK23-Headphones-Microphone-Tangle-Free%2Fdp%2FB07HLTDQ7B%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-130-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_atf_next,,$11.99,
Microsoft Surface Headphones,3.9 out of 5 stars,148,https://www.amazon.com/Microsoft-GUW-00001-Surface-Headphones/dp/B07JYMFFVR/ref=sr_1_131?keywords=headphones&qid=1570708156&sr=8-131,,$249.99,$349.99
"Mpow Jaws Upgraded Gen5 Bluetooth Headphones 18H Playtime, V5.0 Wireless Neckband Headphones, Bluetooth Headset Magnetic Earbuds, Call Vibrate & CVC6.0 Noise Cancelling Mic, Black",4.2 out of 5 stars,766,https://www.amazon.com/Mpow-Upgraded-Bluetooth-Headphones-Cancelling/dp/B07RM4ZGH4/ref=sr_1_132?keywords=headphones&qid=1570708156&sr=8-132,,$23.99,
Beats Solo3 Wireless On-Ear Headphones – Beats Club Collection – Club White,4.3 out of 5 stars,34,https://www.amazon.com/Beats-Solo3-Wireless-Ear-Headphones/dp/B07SM38C4Y/ref=sr_1_133?keywords=headphones&qid=1570708156&sr=8-133,,$199.95,
"The Beatles Through Headphones: The Quirks, Peccadilloes, Nuances and Sonic Delights of the Greatest Popular Music Ever Recorded",3.2 out of 5 stars,by ,https://www.amazon.com/Beatles-Through-Headphones-Peccadilloes-Delights-ebook/dp/B00NEZXYZQ/ref=sr_1_134?keywords=headphones&qid=1570708156&sr=8-134,Kindle,$9.99,$15.99
"Lighting Earphones Connector,Pop-up Pair Earbuds Stereo Headphones Noise Isolating Headset Support Call+Volume Control Compatible with iPhone 7/7 Plus/8/8 Plus/X 10/XS/Xs Max/XR for iOS 12",4.7 out of 5 stars,480,https://www.amazon.com/Earphones-Connector-Headphones-Isolating-Compatible/dp/B07YC554ZN/ref=sr_1_135?keywords=headphones&qid=1570708156&sr=8-135,,$11.98,
"1MORE Triple Driver In-Ear Earphones Hi-Res Headphones with High Resolution, Bass Driven Sound, MEMS Mic, In-Line Remote, High Fidelity for Smartphones/PC/Tablet - Gold",3.6 out of 5 stars,"3,115",https://www.amazon.com/1MORE-Earphones-Headphones-Resolution-Smartphones/dp/B01A7G35S0/ref=sr_1_136?keywords=headphones&qid=1570708156&sr=8-136,,$69.88,
"Mpow H5 Active Noise Cancelling Headphones, Superior Deep Bass Bluetooth Headphones Over Ear, 30Hrs Playtime ANC Wireless Headphones with Mic, Soft Protein Earpads, for TV/PC/Cellphone/Travel/Work",4.2 out of 5 stars,"3,057",https://www.amazon.com/Mpow-Cancelling-Headphones-Bluetooth-Noise-Cancelling/dp/B076H63ZK7/ref=sr_1_137?keywords=headphones&qid=1570708156&sr=8-137,,$49.99,
"Aztine Bluetooth 5.0 Bone Conduction Open Ear Wireless Headphones, IPX5 Waterproof Sweatproof Sporty Communication Headset for Cycling, Running, Fitness (White)",4.0 out of 5 stars,34,https://www.amazon.com/Conduction-Headphones-Waterproof-Sweatproof-Communication/dp/B07NPC7RYR/ref=sr_1_138?keywords=headphones&qid=1570708156&sr=8-138,,$32.99,
"Wicked Audio Artifact Over Ear Headphones with Enhanced Bass, Black",5.0 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A073300932ZV6Q554AO4W&url=%2FWicked-Audio-Artifact-Headphones-Enhanced%2Fdp%2FB075MLQ6J1%2Fref%3Dsr_1_139_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-139-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_mtf,,$29.99,
"Betron B25 Noise Isolating in Ear Canal Headphones Earphones with Pure Sound and Powerful Bass for iPhone, iPad, iPod, Samsung Smartphones and Tablets (Black Without Remote)",4.3 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_2?ie=UTF8&adId=A0294461ZZB0PRYHG6LL&url=%2FBetron-Isolating-Headphones-Earphones-Smartphones%2Fdp%2FB00P89DXYI%2Fref%3Dsr_1_140_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-140-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_mtf,,$12.99,
"EXFIT BCS-S1000 Wireless Bluetooth Headphones, Surround Sound External Speakers, Retractable Earbuds, Siri and Google Assistant Compatible, 25 Hour Battery (Black)",4.0 out of 5 stars,84,https://www.amazon.com/EXFIT-BCS-S1000-Headphones-Retractable-Compatible/dp/B07JMJY2W7/ref=sr_1_141?keywords=headphones&qid=1570708156&sr=8-141,,$109.99,
"WGP Open-Ear Wireless Bone Conduction Headphones, Bluetooth 5.0 Free Ears Sports Headsets for Jogging Running Driving Cycling, Sweat Proof and Lightweight (Grey)",4.4 out of 5 stars,87,https://www.amazon.com/WGP-Conduction-Headphones-Bluetooth-Lightweight/dp/B07S34W5WH/ref=sr_1_142?keywords=headphones&qid=1570708156&sr=8-142,,$43.89,
"Skullcandy Riff On-Ear Headphones with Microphone, Refined Acoustics, Foldable, Call and Track Control, Plush Ear Cushions with Durable Headband, Blue and Sunset",4.3 out of 5 stars,27,https://www.amazon.com/Skullcandy-Headphones-Microphone-Acoustics-Foldable/dp/B07HB8V9LQ/ref=sr_1_143?keywords=headphones&qid=1570708156&sr=8-143,,$18.88,
"Marshall Major III Bluetooth Wireless On-Ear Headphones, Black - New",4.3 out of 5 stars,144,https://www.amazon.com/Marshall-Major-Bluetooth-Wireless-Headphones/dp/B07CDZD8B7/ref=sr_1_144?keywords=headphones&qid=1570708156&sr=8-144,,$114.05,
"Avantree HT5009 Wireless Headphones for TV Watching w/ Bluetooth Transmitter 164ft Range - Digital OPTICAL RCA AUX, Headset Hearing & Home Stereo Sound Simultaneously, 40Hrs Battery, No Audio Delay",4.4 out of 5 stars,289,https://www.amazon.com/Avantree-Wireless-Headphones-Bluetooth-Transmitter/dp/B07MKBGH2V/ref=sr_1_145?keywords=headphones&qid=1570708156&sr=8-145,,$109.99,
Sennheiser HD 599 SE Around Ear Open Back Headphone (Amazon Exclusive),4.6 out of 5 stars,266,https://www.amazon.com/Sennheiser-HD-599-SE-Headphone/dp/B07RFNZYJZ/ref=sr_1_146?keywords=headphones&qid=1570708156&sr=8-146,,$149.95,$199.95
Audio-Technica ATH-M20X Professional Studio Monitor Headphones (Renewed),4.7 out of 5 stars,48,https://www.amazon.com/Audio-Technica-Professional-Headphones-Certified-Refurbished/dp/B01MFDQUD3/ref=sr_1_147?keywords=headphones&qid=1570708156&sr=8-147,,$39.00,
Sony MDR-7506 Professional Large Foldable Headphones Plus Protective Travel Case,4.7 out of 5 stars,18,https://www.amazon.com/MDR-7506-Proffessional-Foldable-Headphones-Protective/dp/B07CZ2DRW5/ref=sr_1_148?keywords=headphones&qid=1570708156&sr=8-148,,$119.99,
Betron S2 Wireless Bluetooth Headphones on Ear Earphones with Bass Driven Sound,3.9 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A0623604SQB0XT0P9L8D&url=%2FBetron-S2-Bluetooth-Headphones-Earphones%2Fdp%2FB078C6FSN4%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-149-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_btf,,$20.99,
"AILIHEN A80 Bluetooth Wireless Headphones Over Ear with Mic Hi-Fi Stereo Wired Foldable Headsets, Soft Earpads, Support with TF Card/MP3 Mode, 25H Playtime for Travel TV PC Cellphone (Rose Gold)",4.8 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_2?ie=UTF8&adId=A03539413V6PV2RV51LGG&url=%2FAILIHEN-Bluetooth-Wireless-Headphones-Cellphone%2Fdp%2FB07S5J8TXX%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708156%26sr%3D8-150-spons%26psc%3D1&qualifier=1570708155&id=8214078181022767&widgetName=sp_btf,,$25.98,
"Over Ear Headphone, Wired Premium Stereo Sound Headsets with 50mm Driver, Foldable Comfortable Headphones with Protein Earmuffs and Shareport for Recording Monitoring Podcast PC TV- with Mic (Silver)",4.4 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A077643127XH1TB60YXWU&url=%2FHeadphone-Comfortable-Headphones-Shareport-Monitoring%2Fdp%2FB07G74V1YP%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708160%26sr%3D8-145-spons%26psc%3D1&qualifier=1570708159&id=7215085113704675&widgetName=sp_atf_next,,$39.99,
Betron MK23 Earphones Noise Isolating in Ear Headphones with Microphone Bass Driven Sound Tangle-Free Flat Cable for Apple iPhone iPod iPad Samsung,4.2 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_2?ie=UTF8&adId=A02011661OSM9A2PMCLKF&url=%2FBetron-MK23-Headphones-Microphone-Tangle-Free%2Fdp%2FB07HLTDQ7B%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708160%26sr%3D8-146-spons%26psc%3D1&qualifier=1570708159&id=7215085113704675&widgetName=sp_atf_next,,$11.99,
"Boltune Wireless Headphones, Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earphones for Running Built-in Mic",4.4 out of 5 stars,"2,130",https://www.amazon.com/Boltune-Headphones-Bluetooth-Waterproof-Connection/dp/B07PMH3393/ref=sr_1_147?dchild=1&keywords=headphones&qid=1570708160&sr=8-147,,$27.99,
