name,star,review_info,detail_info_link,type,now_price,old_price
"New Sennheiser Momentum Wireless Noise Cancelling Headphones with Auto On/Off, Smart Pause Functionality and Smart Control App",3.5 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_electronics_sr_pg1_2?ie=UTF8&adId=A06291142DE2B1Z4N3PUP&url=%2FSennheiser-Momentum-Cancelling-Headphones-Functionality%2Fdp%2FB07VW98ZKG%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708119%26s%3Daht%26sr%3D1-2-spons%26psc%3D1&qualifier=1570708119&id=183682377448636&widgetName=sp_atf,Electronics,$399.95,
,4.1 out of 5 stars,"59,525",https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/dp/B003EM8008/ref=sxin_2_ac_d_pm?ac_md=1-0-VW5kZXIgJDI1-ac_d_pm&keywords=headphones&pd_rd_i=B003EM8008&pd_rd_r=fb6ba10a-0ed5-4fab-82ea-ae4b8ff1cdcb&pd_rd_w=6AYB4&pd_rd_wg=32DSI&pf_rd_p=02e79b16-eab7-4369-852f-d04a58a4d9b5&pf_rd_r=VS4JGD3R6V25BPH80GV0&psc=1&qid=1570708119&s=aht,Electronics,$9.73,$15.00
,4.4 out of 5 stars,"3,573",https://www.amazon.com/Bose-QuietComfort-Wireless-Headphones-Cancelling/dp/B0756CYWWD/ref=sxin_3_osp21-bc0957bb_cov?ascsubtag=bc0957bb-263c-40cc-a2bf-c26a24e87fca&creativeASIN=B0756CYWWD&cv_ct_id=amzn1.osp.bc0957bb-263c-40cc-a2bf-c26a24e87fca&cv_ct_pg=search&cv_ct_wn=osp-search&keywords=headphones&linkCode=oas&pd_rd_i=B0756CYWWD&pd_rd_r=fb6ba10a-0ed5-4fab-82ea-ae4b8ff1cdcb&pd_rd_w=n5P1B&pd_rd_wg=32DSI&pf_rd_p=a23a388c-add5-49df-b293-a31ade89c6bf&pf_rd_r=VS4JGD3R6V25BPH80GV0&qid=1570708119&s=aht&tag=onsitertings-20,Electronics,$349.00,
"Mpow 059 Bluetooth Headphones Over Ear, Hi-Fi Stereo Wireless Headset, Foldable, Soft Memory-Protein Earmuffs, w/Built-in Mic Wired Mode PC/Cell Phones/TV",4.4 out of 5 stars,"24,374",https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/dp/B01NAJGGA2/ref=sr_1_3?keywords=headphones&qid=1570708119&s=aht&sr=1-3,Black/Red,$34.99,
"COWIN E7 Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 30 Hours Playtime for Travel/Work, Black",4.3 out of 5 stars,"13,596",https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Comfortable/dp/B019U00D7K/ref=sr_1_4?keywords=headphones&qid=1570708119&s=aht&sr=1-4,Black,$59.99,
"On Ear Headphones with Mic, Vogek Lightweight Portable Fold-Flat Stereo Bass Headphones with 1.5M Tangle Free Cord and Microphone-Black",4.5 out of 5 stars,"1,169",https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/dp/B07MCCJ6VY/ref=sr_1_5?keywords=headphones&qid=1570708119&s=aht&sr=1-5,Black,$12.99,
"LETSCOM Bluetooth Headphones IPX7 Waterproof, Wireless Sport Earphones, HiFi Bass Stereo Sweatproof Earbuds w/Mic, Noise Cancelling Headset for Workout, Running, Gym, 8 Hours Play Time",4.3 out of 5 stars,"12,084",https://www.amazon.com/LETSCOM-Headphones-Waterproof-Sweatproof-Cancelling/dp/B07DXQTCQL/ref=sr_1_6?keywords=headphones&qid=1570708119&s=aht&sr=1-6,GreenBlack,$19.98,
Apple EarPods with 3.5mm Headphone Plug - White,4.2 out of 5 stars,771,https://www.amazon.com/Apple-EarPods-3-5mm-Headphone-Plug/dp/B06X16Z7DZ/ref=sr_1_7?keywords=headphones&qid=1570708119&s=aht&sr=1-7,,$19.99,$30.00
"PeohZarr On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M Tangle Free Cord, Portable Wired Headphones for Smartphone Tablet Laptop Computer MP3/4",4.8 out of 5 stars,765,https://www.amazon.com/PeohZarr-Headphones-Microphone-Lightweight-Smartphone/dp/B07SHH37M6/ref=sr_1_8?keywords=headphones&qid=1570708119&s=aht&sr=1-8,Electronics,$15.92,
"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-K (Black) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",4.1 out of 5 stars,"59,525",https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/dp/B003EM8008/ref=sr_1_9?keywords=headphones&qid=1570708119&s=aht&smid=ATVPDKIKX0DER&sr=1-9,Black,$9.73,$15.00
Sony MDRZX110/BLK ZX Series Stereo Headphones (Black),4.1 out of 5 stars,"5,094",https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_10?keywords=headphones&qid=1570708119&s=aht&sr=1-10,Black,,
"Bose QuietComfort 35 II Wireless Bluetooth Headphones, Noise-Cancelling, with Alexa voice control, enabled with Bose AR – Black",4.4 out of 5 stars,"3,573",https://www.amazon.com/Bose-QuietComfort-Wireless-Headphones-Cancelling/dp/B0756CYWWD/ref=sr_1_11?keywords=headphones&qid=1570708119&s=aht&sr=1-11,Black,$349.00,
Panasonic Headphones RP-HT161-K Full-Sized Over-the-Ear Lightweight Long-Corded (Black),4.0 out of 5 stars,"5,941",https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/dp/B075LT8YLR/ref=sr_1_12?keywords=headphones&qid=1570708119&s=aht&sr=1-12,Electronics,$16.99,
Kids Headphones - noot products K11 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Girls/Smartphones/School/Kindle/Airplane/Plane/Tablet - Soft Pink,4.3 out of 5 stars,"2,311",https://www.amazon.com/Kids-Headphones-Tangle-Free-Ear-Smartphones/dp/B07DKRYS6D/ref=sr_1_13?keywords=headphones&qid=1570708119&s=aht&sr=1-13,Pink,$16.99,
"Bluetooth Headphones, Wireless Earbuds for Running, Noise Cancelling Headsets for Workout, Sports Earphones Bluetooth 5.0 with Mic, Best Beats Waterproof Cordless Sports Ear Buds for Gym Jogging",4.0 out of 5 stars,"34,412",https://www.amazon.com/Bluetooth-Headphones-Cancelling-Earphones-Waterproof/dp/B07KR62YBD/ref=sr_1_14?keywords=headphones&qid=1570708119&s=aht&sr=1-14,Red,$17.97,
"Wicked Audio Artifact — Over Ear Headphones with Enhanced Bass — Large Comfortable Ear Cups, Noise Isolating Headphones — Loud and Proud — White Headphones",4.6 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A07086133FTIL90JFLJAR&url=%2FWicked-Audio-Artifact-Headphones-Enhanced%2Fdp%2FB0755MNV5D%2Fref%3Dsr_1_15_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708119%26s%3Daht%26sr%3D1-15-spons%26psc%3D1&qualifier=1570708119&id=183682377448636&widgetName=sp_mtf,Electronics,$29.99,
"Betron B25 Noise Isolating in Ear Canal Headphones Earphones with Pure Sound and Powerful Bass for iPhone, iPad, iPod, Samsung Smartphones and Tablets (Black Without Remote)",4.3 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_2?ie=UTF8&adId=A0294461ZZB0PRYHG6LL&url=%2FBetron-Isolating-Headphones-Earphones-Smartphones%2Fdp%2FB00P89DXYI%2Fref%3Dsr_1_16_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708119%26s%3Daht%26sr%3D1-16-spons%26psc%3D1&qualifier=1570708119&id=183682377448636&widgetName=sp_mtf,Electronics,$12.99,
"COWIN E7 PRO [Upgraded] Active Noise Cancelling Headphones Bluetooth Headphones with Microphone/Deep Bass Wireless Headphones Over Ear 30 Hours Playtime for Travel/Work/Cellphone, Black",4.3 out of 5 stars,"4,991",https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Cellphone/dp/B077YG22Y9/ref=sr_1_17?keywords=headphones&qid=1570708119&s=aht&smid=A10XDMRONAH0FW&sr=1-17,Black,$67.99,$89.99
iJoy Matte Finish Premium Rechargeable Wireless Headphones Bluetooth Over Ear Headphones Foldable Headset with Mic (Stealth),4.1 out of 5 stars,"7,128",https://www.amazon.com/iJoy-Rechargeable-Wireless-Headphones-Bluetooth/dp/B01HNMTCE2/ref=sr_1_18?keywords=headphones&qid=1570708119&s=aht&sr=1-18,Stealth,$16.99,
"Mpow Flame Bluetooth Headphones Sport IPX7 Waterproof Wireless Sport Earbuds, Richer Bass HiFi Stereo In-Ear Earphones, 7-9 Hrs Playback, Running Headphones W/CVC6.0 Noise Cancelling Mic, Red",4.2 out of 5 stars,"16,951",https://www.amazon.com/Mpow-Headphones-Waterproof-Cancelling-Microphone/dp/B0753GRNQZ/ref=sr_1_19?keywords=headphones&qid=1570708119&s=aht&sr=1-19,Red,$19.99,
"Bluetooth Headphones, Letscom Wireless Headphones Over Ear with Hi-Fi Sound Mic Deep Bass, 100 Hours Playtime and Soft Memory Protein Earpads for Travel Work TV PC Cellphone - Black",4.5 out of 5 stars,760,https://www.amazon.com/Bluetooth-Headphones-Wireless-Playtime-Cellphone/dp/B07TQM2FTD/ref=sr_1_20?keywords=headphones&qid=1570708119&s=aht&smid=A2L1KZ9X44LHRJ&sr=1-20,Black,$20.99,$24.99
"Over Ear Headphone, Wired Premium Stereo Sound Headsets with 50mm Driver, Foldable Comfortable Headphones with Protein Earmuffs and Shareport for Recording Monitoring Podcast PC TV- with Mic (Silver)",4.4 out of 5 stars,471,https://www.amazon.com/Headphone-Comfortable-Headphones-Shareport-Monitoring/dp/B07G74V1YP/ref=sr_1_21?keywords=headphones&qid=1570708119&s=aht&sr=1-21,Silver,$39.99,
"Active Noise Cancelling Headphones,Utaxo Bluetooth Headphones Over Ear with Mic Hi-Fi Sound Deep Bass Foldable Wireless Headset,Quick Charge 30H Playtime for Cellphone PC TV Travel",4.6 out of 5 stars,962,https://www.amazon.com/Cancelling-Headphones-Utaxo-Bluetooth-Cellphone/dp/B07QL578VM/ref=sr_1_22?keywords=headphones&qid=1570708119&s=aht&sr=1-22,Electronics,$59.99,
"Bluetooth Headphones, Letsfit Wireless Headphones, IPX7 Waterproof Sports Earphones Gym Running, HD Stereo Headset w/Mic, 8 Hours Battery Noise Cancelling Bluetooth Earbuds",4.3 out of 5 stars,"3,640",https://www.amazon.com/Bluetooth-Headphones-Letsfit-Waterproof-Cancelling/dp/B07HTCFWHH/ref=sr_1_23?keywords=headphones&qid=1570708119&s=aht&sr=1-23,Pinkgrey,$19.95,
"3 Packs Earbud Headphones with Remote & Microphone, SourceTon In Ear Earphone Stereo Sound Noise Isolating Tangle Free for iOS and Android Smartphones, Laptops, Gaming, Fits All 3.5mm Interface Device",4.0 out of 5 stars,542,https://www.amazon.com/Headphones-Microphone-SourceTon-Isolating-Smartphones/dp/B077ZYLMZV/ref=sr_1_24?keywords=headphones&qid=1570708119&s=aht&sr=1-24,Red,$8.99,
Bose SoundLink Around Ear Wireless Headphones II - Black,4.3 out of 5 stars,"2,395",https://www.amazon.com/Bose-SoundLink-around-ear-wireless-headphones/dp/B0117RGG8E/ref=sr_1_25?keywords=headphones&qid=1570708119&s=aht&sr=1-25,Black,$229.00,$279.00
Elecder i37 Kids Headphones Children Girls Boys Teens Foldable Adjustable On Ear Headphones 3.5mm Jack Compatible iPad Cellphones Computer MP3/4 Kindle Airplane School Tablet Purple/Green,4.5 out of 5 stars,"1,739",https://www.amazon.com/i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_26?keywords=headphones&qid=1570708119&s=aht&sr=1-26,Green,$13.99,
"Otium Bluetooth Headphones, Best Wireless Earbuds IPX7 Waterproof Sports Earphones w/Mic HD Stereo Sweatproof in-Ear Earbuds Gym Running Workout 8 Hour Battery Noise Cancelling Headsets",4.0 out of 5 stars,"12,836",https://www.amazon.com/Headphones-Otium-Waterproof-Sweatproof-Cancelling/dp/B018APC4LE/ref=sr_1_27?keywords=headphones&qid=1570708119&s=aht&sr=1-27,Red,$18.99,
"Mpow CH6 [2019 New Version] Kids Headphones Over-Ear/On-Ear, HD Sound Sharing Function Headphones for Children Boys Girls, Volume Limited Safe Foldable Headset w/Mic for School/PC/Cellphone",4.4 out of 5 stars,655,https://www.amazon.com/Mpow-Headphones-Over-Ear-Function-Cellphone/dp/B07PD9V78L/ref=sr_1_28?keywords=headphones&qid=1570708119&s=aht&sr=1-28,Blue,$15.99,
"OneOdio Adapter-Free Closed Back Over-Ear DJ Stereo Monitor Headphones, Professional Studio Monitor & Mixing, Telescopic Arms with Scale, Newest 50mm Neodymium Drivers - Black",4.3 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A03133471DRMLFG6C8OTB&url=%2FOneOdio-Adapter-Free-Headphones-Professional-Telescopic%2Fdp%2FB01N6ZJH96%2Fref%3Dsr_1_29_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708119%26s%3Daht%26sr%3D1-29-spons%26psc%3D1&qualifier=1570708119&id=183682377448636&widgetName=sp_btf,Electronics,$32.99,
Betron MK23 Earphones Noise Isolating in Ear Headphones with Microphone Bass Driven Sound Tangle-Free Flat Cable for Apple iPhone iPod iPad Samsung,4.2 out of 5 stars,Sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_2?ie=UTF8&adId=A02011661OSM9A2PMCLKF&url=%2FBetron-MK23-Headphones-Microphone-Tangle-Free%2Fdp%2FB07HLTDQ7B%2Fref%3Dsr_1_30_sspa%3Fkeywords%3Dheadphones%26qid%3D1570708119%26s%3Daht%26sr%3D1-30-spons%26psc%3D1&qualifier=1570708119&id=183682377448636&widgetName=sp_btf,Electronics,$11.99,
"On Ear Headphones with Mic, Vogek Lightweight Portable Fold-Flat Stereo Bass Headphones with 1.5M Tangle Free Cord and Microphone-Black",4.5 out of 5 stars,"1,169",https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/dp/B07MCCJ6VY/ref=sxin_2_ac_d_rm?ac_md=0-0-aGVhZHBob25lcw%3D%3D-ac_d_rm&keywords=headphones&pd_rd_i=B07MCCJ6VY&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=qLuCS&pd_rd_wg=udICg&pf_rd_p=2938a786-9bec-4d37-8c06-456e3edce5d1&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&psc=1&qid=1570708125,,$12.99,
"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-K (Black) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",4.1 out of 5 stars,"59,525",https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/dp/B003EM8008/ref=sxin_2_ac_d_rm?ac_md=1-1-ZWFycGhvbmVz-ac_d_rm&keywords=headphones&pd_rd_i=B003EM8008&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=qLuCS&pd_rd_wg=udICg&pf_rd_p=2938a786-9bec-4d37-8c06-456e3edce5d1&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&psc=1&qid=1570708125,,$9.73,$15.00
"True Wireless Earbuds, CC Comeproof Bluetooth 5.0 Auto Paring IPX8 Waterproof Earbuds with Wireless Charging Case, 20H Playtime HiFi Stereo Sound Deep Bass in-Ear Headphones.",4.4 out of 5 stars,551,https://www.amazon.com/CC-Comeproof-Bluetooth-Waterproof-Headphones/dp/B07TPM3YXH/ref=sxin_2_ac_d_rm?ac_md=2-2-d2lyZWxlc3MgaGVhZHBob25lcyBibHVldG9vdGg%3D-ac_d_rm&keywords=headphones&pd_rd_i=B07TPM3YXH&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=qLuCS&pd_rd_wg=udICg&pf_rd_p=2938a786-9bec-4d37-8c06-456e3edce5d1&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&psc=1&qid=1570708125,,$29.99,
Panasonic Headphones RP-HT161-K Full-Sized Over-the-Ear Lightweight Long-Corded (Black),4.0 out of 5 stars,"5,941",https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/dp/B075LT8YLR/ref=sxin_2_ac_d_rm?ac_md=4-3-aGVhZHBob25lcyBvdmVyIGVhcg%3D%3D-ac_d_rm&keywords=headphones&pd_rd_i=B075LT8YLR&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=qLuCS&pd_rd_wg=udICg&pf_rd_p=2938a786-9bec-4d37-8c06-456e3edce5d1&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&psc=1&qid=1570708125,,$16.99,
Kids Headphones - noot products K11 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane Travel/Plane/Tablet (Navy/Teal),4.3 out of 5 stars,"2,311",https://www.amazon.com/Kids-Headphones-products-Tangle-Free-Ear/dp/B0746RBK2M/ref=sxin_2_ac_d_rm?ac_md=5-4-aGVhZHBob25lcyBmb3Iga2lkcw%3D%3D-ac_d_rm&keywords=headphones&pd_rd_i=B0746RBK2M&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=qLuCS&pd_rd_wg=udICg&pf_rd_p=2938a786-9bec-4d37-8c06-456e3edce5d1&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&psc=1&qid=1570708125,,$16.99,
,,,,,,
"Bose QuietComfort 35 II Wireless Bluetooth Headphones, Noise-Cancelling, with Alexa voice control, enabled with Bose AR – Black",4.4 out of 5 stars,"3,573",https://www.amazon.com/Bose-QuietComfort-Wireless-Headphones-Cancelling/dp/B0756CYWWD/ref=sxin_3_osp21-bc0957bb_cov?ascsubtag=bc0957bb-263c-40cc-a2bf-c26a24e87fca&creativeASIN=B0756CYWWD&cv_ct_id=amzn1.osp.bc0957bb-263c-40cc-a2bf-c26a24e87fca&cv_ct_pg=search&cv_ct_wn=osp-search&keywords=headphones&linkCode=oas&pd_rd_i=B0756CYWWD&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=jlCza&pd_rd_wg=udICg&pf_rd_p=a23a388c-add5-49df-b293-a31ade89c6bf&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&qid=1570708125&tag=onsitertings-20,,$349.00,
"Mpow Dual-Mic Active Noise Cancelling Bluetooth Headphones, ANC Over-Ear Wireless Headphones with CVC 6.0 Microphone, Deep Bass Hi-Fi Sound, Soft Protein Earpads, Foldable Headset for Travel/Work",4.5 out of 5 stars,248,https://www.amazon.com/Mpow-Cancelling-Bluetooth-Headphones-Microphone/dp/B07TJ2ZV4D/ref=sxin_3_osp21-bc0957bb_cov?ascsubtag=bc0957bb-263c-40cc-a2bf-c26a24e87fca&creativeASIN=B07TJ2ZV4D&cv_ct_id=amzn1.osp.bc0957bb-263c-40cc-a2bf-c26a24e87fca&cv_ct_pg=search&cv_ct_wn=osp-search&keywords=headphones&linkCode=oas&pd_rd_i=B07TJ2ZV4D&pd_rd_r=916646dc-da65-432f-b785-b4dc7e9fbfbc&pd_rd_w=jlCza&pd_rd_wg=udICg&pf_rd_p=a23a388c-add5-49df-b293-a31ade89c6bf&pf_rd_r=M47NEPBBTB9K4R7Z19Y8&qid=1570708125&tag=onsitertings-20,,$59.99,
